id,品名,陽極_過站時間,來料碼,產品狀態,不良名稱,鍛壓模穴號,退火批號,熔鑄批號,鍛壓時間
2096240,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F07-04-03071601XX-F32-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-24
2096239,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-J01-02-03062401XX-F02-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-15
2096238,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-A02-02-03062401XX-F47-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062401,5H18422001G,2025-08-15
2096237,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C04-01-03071601XX-F37-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2096236,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-C03-01-03062401XX-F72-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-19
2096235,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H05-02-03071601XX-F87-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-23
2096234,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H06-03-03071201XX-F11-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2096233,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F07-02-03071601XX-F36-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2096232,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C04-04-03070401XX-F89-XXXXCXXXXXXXX-A107080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2096231,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-J05-04-03062601XX-F30-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422001G,2025-08-18
2096230,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C05-01-03070401XX-F31-XXXXCXXXXXXXX-A107080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2096229,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-B05-02-03071801XX-F21-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071801,5J21422003G,2025-08-27
2096228,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-H04-01-03062001XX-F74-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062001,5H18422001G,2025-08-14
2096227,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C04-04-03070401XX-F37-XXXXCXXXXXXXX-A107080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2096226,Y20Housing,2025-09-02,IM-6R01-5J21422004G-301J22-C04-01-03073001XX-F11-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03073001,5J21422004G,2025-08-16
2096225,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-G01-02-03062401XX-F41-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-15
2096224,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D05-02-03070401XX-F78-XXXXCXXXXXXXX-A107090706207090101-07112601,良品,,創新C-A,03070401,5H18422003G,
2096223,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C04-05-03070401XX-F20-XXXXCXXXXXXXX-A107080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2096222,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G04-03-03071801XX-F81-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071801,5H18422002G,2025-08-27
2096221,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-B01-01-03072301XX-F67-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03072301,5J21422003G,2025-08-26
2096220,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-A07-03-03070401XX-F24-XXXXCXXXXXXXX-A207080706207090101-07092601,良品,,創新C-A,03070401,5H18422003G,
2096219,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E05-02-03071601XX-F30-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2096218,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E05-03-03071601XX-F57-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2096217,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A05-02-03071201XX-F69-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2096216,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-E04-03-03072301XX-F46-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03072301,5J21422003G,2025-08-26
2096215,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H06-02-03071601XX-F20-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2096214,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-K07-03-03071801XX-F15-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071801,5J21422003G,2025-08-27
2096213,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-A03-04-03062001XX-F13-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062001,5H18422001G,2025-08-12
2096212,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C08-01-03070401XX-F53-XXXXCXXXXXXXX-A107090706207100101-07110401,良品,,創新C-A,03070401,5H18422003G,
2096211,Y20Housing,2025-09-02,IM-6R01-5G19422004G-502G22-B06-02-03051101XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-402-2#,03051101,5G19422004G,2025-07-16
2096210,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E07-01-03071601XX-F38-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2096209,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-B06-04-03062001XX-F52-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062001,5H18422001G,2025-08-14
2096208,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-C02-03-03062001XX-F37-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062001,5H18422001G,2025-08-14
2096207,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-H04-04-03071801XX-F06-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071801,5J21422003G,2025-08-27
2096206,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-H06-02-03072301XX-F90-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03072301,5J21422003G,2025-08-26
2092099,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H04-01-03071601XX-F90-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,不良,A級面刮傷,FX-102-2#,03071601,5H18422002G,2025-08-22
2092100,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D04-01-03070401XX-F01-XXXXCXXXXXXXX-A207080706207090101-07101101,不良,A級面刮傷,創新C-A,03070401,5H18422003G,
2096205,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G04-01-03071601XX-F26-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2096204,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-C08-02-03071801XX-F73-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071801,5J21422003G,2025-08-26
2096203,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-M03-02-03072301XX-F08-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03072301,5J21422003G,2025-08-26
2096202,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E02-02-03071201XX-F84-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2096201,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-K08-04-03061901XX-F05-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03061901,5H18422001G,2025-08-13
2096200,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J07-02-03062601XX-F24-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2092096,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D04-01-03070401XX-F07-XXXXCXXXXXXXX-A207080706207090101-07101101,不良,R角異色,創新C-A,03070401,5H18422003G,
2092097,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C08-01-03070401XX-F51-XXXXCXXXXXXXX-A107090706207100101-07110401,不良,R角異色,創新C-A,03070401,5H18422003G,
2092098,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-A07-04-03070401XX-F42-XXXXCXXXXXXXX-A207080706207090101-07092601,不良,R角異色,創新C-A,03070401,5H18422003G,
2096199,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-H06-02-03062001XX-F71-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062001,5H18422001G,2025-08-14
2096198,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-J08-04-03062401XX-F48-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-18
2096197,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-J01-03-03062401XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062401,5H18422001G,2025-08-15
2096196,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-C08-04-03071801XX-F56-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071801,5J21422003G,2025-08-27
2092095,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C08-01-03070401XX-F03-XXXXCXXXXXXXX-A107090706207100101-07110401,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2096195,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-L08-02-03062401XX-F79-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-19
2096194,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G04-01-03071601XX-F72-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2096193,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H06-02-03071601XX-F65-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2096192,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F07-02-03062601XX-F11-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422001G,2025-08-18
2096191,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-L08-01-03062401XX-F18-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-19
2092086,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D05-01-03070401XX-F66-XXXXCXXXXXXXX-A107090706207090101-07112601,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2092087,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B04-03-03070401XX-F34-XXXXCXXXXXXXX-A207070706207080101-07092601,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2092088,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D05-01-03070401XX-F79-XXXXCXXXXXXXX-A107090706207090101-07112601,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2092089,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D04-01-03070401XX-F49-XXXXCXXXXXXXX-A207080706207090101-07101101,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2092090,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C07-03-03070401XX-F67-XXXXCXXXXXXXX-A107090706207100101-07110401,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2092091,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C08-01-03070401XX-F56-XXXXCXXXXXXXX-A107090706207100101-07110401,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2092092,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C08-03-03070401XX-F25-XXXXCXXXXXXXX-A107090706207100101-07110401,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2092093,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B07-02-03070401XX-F65-XXXXCXXXXXXXX-A207080706207090101-07092601,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2092094,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-A07-01-03070401XX-F75-XXXXCXXXXXXXX-A107080706207080101-07092601,不良,側面Rib異色,創新C-A,03070401,5H18422003G,
2096190,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-H08-02-03071801XX-F45-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071801,5J21422003G,2025-08-27
2096189,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-A07-04-03070401XX-F68-XXXXCXXXXXXXX-A207080706207090101-07092601,良品,,創新C-A,03070401,5H18422003G,
2096188,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-A07-04-03072301XX-F19-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03072301,5J21422003G,2025-08-26
2096187,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-D05-04-03071801XX-F46-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071801,5J21422003G,2025-08-27
2096186,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H04-02-03071601XX-F56-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2096185,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J04-04-03062601XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2096184,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F07-02-03062601XX-F72-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2096183,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J04-04-03062601XX-F75-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2096182,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-H02-04-03062401XX-F29-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-19
2092083,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D03-04-03070401XX-F45-XXXXCXXXXXXXX-A207080706207090101-07101101,不良,R角異色,創新C-A,03070401,5H18422003G,
2092084,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-A07-03-03070401XX-F39-XXXXCXXXXXXXX-A207080706207090101-07092601,不良,R角異色,創新C-A,03070401,5H18422003G,
2092085,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D05-01-03070401XX-F28-XXXXCXXXXXXXX-A107090706207090101-07112601,不良,R角異色,創新C-A,03070401,5H18422003G,
2096181,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-H04-04-03071801XX-F24-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071801,5J21422003G,2025-08-27
2096180,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-L01-02-03071801XX-F08-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071801,5J21422003G,2025-08-27
2096179,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-H02-03-03072301XX-F38-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03072301,5J21422003G,2025-08-26
2096178,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-J03-02-03062401XX-F91-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-15
2096177,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E04-02-03071601XX-F07-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092075,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D03-02-03070401XX-F78-XXXXCXXXXXXXX-A207080706207090101-07101101,不良,R角異色,創新C-A,03070401,5H18422003G,
2092076,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C05-05-03070401XX-F62-XXXXCXXXXXXXX-A207080706207090101-07101101,不良,R角異色,創新C-A,03070401,5H18422003G,
2092077,Y20Housing,2025-09-02,IN-6R01-5H18422002G-701H21-B05-04-03070901XX-F77-XXXXCXXXXXXXX-A208110706208120201-08122501,不良,R角異色,創新C-A,03070901,5H18422002G,
2092078,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C08-02-03070401XX-F13-XXXXCXXXXXXXX-A107090706207100101-07110401,不良,R角異色,創新C-A,03070401,5H18422003G,
2092079,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B04-02-03070401XX-F75-XXXXCXXXXXXXX-A207070706207080101-07092601,不良,R角異色,創新C-A,03070401,5H18422003G,
2092080,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C05-05-03070401XX-F60-XXXXCXXXXXXXX-A207080706207090101-07101101,不良,R角異色,創新C-A,03070401,5H18422003G,
2092081,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C06-05-03070401XX-F43-XXXXCXXXXXXXX-A207090706207100101-07110401,不良,R角異色,創新C-A,03070401,5H18422003G,
2092082,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D04-02-03070401XX-F54-XXXXCXXXXXXXX-A107090706207090101-07112601,不良,R角異色,創新C-A,03070401,5H18422003G,
2096176,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-E05-01-03072301XX-F14-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03072301,5J21422003G,2025-08-26
2096175,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-L06-02-03062401XX-F45-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062401,5H18422001G,2025-08-16
2096174,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-M07-01-03072301XX-F32-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03072301,5J21422003G,2025-08-27
2096173,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-L01-04-03071801XX-F65-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071801,5J21422003G,2025-08-27
2096172,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-C07-04-03071801XX-F18-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071801,5J21422003G,2025-08-27
2096171,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-M04-02-03072301XX-F41-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03072301,5J21422003G,2025-08-26
2096170,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-G01-04-03071801XX-F73-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071801,5J21422003G,2025-08-27
2096169,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-A05-04-03062401XX-F18-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-19
2092072,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B05-04-03070401XX-F50-XXXXCXXXXXXXX-A107080706207080101-07092601,不良,R角異色,創新C-A,03070401,5H18422003G,
2092073,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C06-04-03070401XX-F58-XXXXCXXXXXXXX-A207090706207100101-07110401,不良,R角異色,創新C-A,03070401,5H18422003G,
2092074,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B04-03-03070401XX-F71-XXXXCXXXXXXXX-A207070706207080101-07092601,不良,R角異色,創新C-A,03070401,5H18422003G,
2096168,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B07-04-03070401XX-F03-XXXXCXXXXXXXX-A207080706207090101-07092601,良品,,創新C-A,03070401,5H18422003G,
2096167,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F01-02-03071201XX-F76-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2096166,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E04-01-03071601XX-F27-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2096165,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F02-01-03062401XX-F68-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-19
2096164,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C05-03-03070401XX-F67-XXXXCXXXXXXXX-A107080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2096163,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B04-01-03070401XX-F24-XXXXCXXXXXXXX-A207070706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2092068,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B04-01-03070401XX-F64-XXXXCXXXXXXXX-A207070706207080101-07092601,不良,R角異色,創新C-A,03070401,5H18422003G,
2092069,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C08-02-03070401XX-F06-XXXXCXXXXXXXX-A107090706207100101-07110401,不良,R角異色,創新C-A,03070401,5H18422003G,
2092070,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-A07-04-03070401XX-F54-XXXXCXXXXXXXX-A207080706207090101-07092601,不良,R角異色,創新C-A,03070401,5H18422003G,
2092071,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C05-05-03070401XX-F80-XXXXCXXXXXXXX-A207080706207090101-07101101,不良,R角異色,創新C-A,03070401,5H18422003G,
2096162,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F08-03-03071601XX-F07-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-23
2096161,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G05-02-03071801XX-F91-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071801,5H18422002G,2025-08-27
2096160,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J04-01-03062601XX-F30-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2096159,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H04-02-03071601XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2096158,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B04-02-03070401XX-F69-XXXXCXXXXXXXX-A207070706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2096157,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-J01-03-03071801XX-F16-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071801,5H18422002G,2025-08-27
2096156,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E08-01-03071601XX-F78-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2096155,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D07-02-03071201XX-F41-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2096154,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F04-03-03062601XX-F20-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
